temperature_C,mass_pct,DTG_pct_per_min
247.3,98.528,-0.437
248.4,98.446,0.325
249.5,98.456,-1.051
250.6,98.678,1.914
251.7,98.034,1.392
252.8,98.371,-0.002
253.9,98.035,0.926
255.0,98.167,1.144
256.1,97.782,2.087
257.2,97.707,0.969
258.3,97.569,-0.578
259.4,97.835,-1.461
260.5,97.891,4.745
261.6,96.788,4.943
262.7,96.801,0.715
263.8,96.631,-0.778
264.9,96.973,-0.273
266.0,96.691,1.770
267.1,96.583,-0.298
268.2,96.757,0.844
269.3,96.397,2.069
270.4,96.301,2.658
271.5,95.811,0.757
272.6,96.134,-2.298
273.7,96.317,6.119
274.8,94.785,3.705
276.0,95.500,-2.649
277.1,95.369,1.273
278.2,95.220,5.406
279.3,94.177,1.825
280.4,94.817,0.284
281.5,94.114,2.850
282.6,94.189,1.762
283.7,93.726,5.125
284.8,93.059,4.926
285.9,92.640,-0.762
287.0,93.227,1.546
288.1,92.299,4.679
289.2,92.196,3.289
290.3,91.574,3.844
291.4,91.348,1.536
292.5,91.236,3.022
293.6,90.682,3.852
294.7,90.387,1.565
295.8,90.337,3.042
296.9,89.716,2.634
298.0,89.757,3.323
299.1,88.984,6.003
300.2,88.433,5.668
301.3,87.734,5.186
302.4,87.290,2.049
303.5,87.282,2.469
304.6,86.746,6.416
305.7,85.868,3.984
306.8,85.868,5.103
307.9,84.743,5.107
309.0,84.742,5.379
310.1,83.557,7.672
311.2,83.051,5.992
312.3,82.236,8.399
313.4,81.199,5.611
314.5,81.000,3.559
315.6,80.415,5.433
316.7,79.802,4.177
317.8,79.494,4.462
318.9,78.818,8.600
320.0,77.598,9.793
321.1,76.660,7.605
322.2,75.922,7.824
323.3,74.935,8.043
324.4,74.149,5.945
325.6,73.624,6.697
326.7,72.672,9.134
327.8,71.611,6.465
328.9,71.247,8.639
330.0,69.707,10.098
331.1,69.021,8.092
332.2,67.923,7.025
333.3,67.473,8.422
334.4,66.066,8.708
335.5,65.553,7.677
336.6,64.374,10.943
337.7,63.141,9.825
338.8,62.208,7.755
339.9,61.431,10.214
341.0,59.956,11.489
342.1,58.898,10.218
343.2,57.704,8.610
344.3,57.000,6.493
345.4,56.273,8.583
346.5,55.108,12.554
347.6,53.505,11.460
348.7,52.582,8.235
349.8,51.690,9.811
350.9,50.419,8.449
352.0,49.828,7.172
353.1,48.838,10.882
354.2,47.429,12.108
355.3,46.169,8.998
356.4,45.445,10.050
357.5,43.954,11.580
358.6,42.893,8.352
359.7,42.113,8.912
360.8,40.928,6.881
361.9,40.596,8.885
363.0,38.969,11.133
364.1,38.142,10.509
365.2,36.653,6.961
366.3,36.607,3.861
367.4,35.802,10.829
368.5,34.220,10.536
369.6,33.479,7.332
370.7,32.604,9.141
371.8,31.464,8.225
372.9,30.791,6.652
374.0,29.998,8.036
375.2,29.019,9.963
376.3,27.801,7.208
377.4,27.430,5.071
378.5,26.683,6.230
379.6,26.057,8.355
380.7,24.842,9.773
381.8,23.902,4.245
382.9,23.906,3.392
384.0,23.155,9.656
385.1,21.777,8.624
386.2,21.254,5.558
387.3,20.552,5.633
388.4,20.012,4.911
389.5,19.469,6.013
390.6,18.686,3.567
391.7,18.683,5.124
392.8,17.557,5.997
393.9,17.361,2.985
395.0,16.899,7.009
396.1,15.816,4.455
397.2,15.917,2.423
398.3,15.282,4.558
399.4,14.912,4.912
400.5,14.199,4.381
401.6,13.946,5.855
402.7,12.909,5.042
403.8,12.835,1.788
404.9,12.515,3.390
406.0,12.088,2.321
407.1,12.003,2.278
408.2,11.586,1.854
409.3,11.594,1.025
410.4,11.360,6.222
411.5,10.223,3.270
412.6,10.639,1.783
413.7,9.830,3.506
414.8,9.866,4.846
415.9,8.761,1.756
417.0,9.479,-6.373
418.1,10.166,2.372
419.2,8.956,6.623
420.3,8.706,2.506
421.4,8.404,2.500
422.5,8.155,2.925
423.6,7.759,3.326
424.7,7.422,2.246
425.9,7.264,1.593
427.0,7.071,2.141
428.1,6.792,1.528
429.2,6.734,1.073
430.3,6.555,0.885
431.4,6.539,-0.964
432.5,6.768,1.627
433.6,6.180,1.621
434.7,6.411,-1.191
435.8,6.443,1.117
436.9,6.164,3.965
438.0,5.569,1.266
439.1,5.885,-0.132
440.2,5.598,4.187
441.3,4.962,1.871
442.4,5.186,-0.209
443.5,5.008,0.911
444.6,4.985,-0.496
445.7,5.118,2.033
446.8,4.537,2.640
447.9,4.536,-4.032
449.0,5.426,-2.370
450.1,5.058,4.144
451.2,4.512,3.882
452.3,4.202,1.898
453.4,4.094,-4.424
454.5,5.178,-1.350
455.6,4.391,5.514
456.7,3.962,2.532
457.8,3.833,-0.693
458.9,4.115,-1.514
460.0,4.167,-0.460
461.1,4.216,0.557
462.2,4.044,2.578
463.3,3.648,1.056
464.4,3.811,-0.799
465.5,3.824,-0.178
466.6,3.851,-0.890
467.7,4.020,-1.608
468.8,4.205,1.602
469.9,3.667,0.059
471.0,4.192,-0.121
472.1,3.694,2.560
473.2,3.628,-0.659
474.3,3.839,0.128
475.5,3.600,3.651
476.6,3.034,-0.949
477.7,3.809,-3.103
478.8,3.718,0.133
479.9,3.780,0.950
481.0,3.509,1.850
482.1,3.372,0.642
483.2,3.367,-0.852
484.3,3.560,-0.610
485.4,3.502,0.536
486.5,3.441,-0.559
487.6,3.625,-0.523
488.7,3.557,3.533
489.8,2.846,3.499
490.9,2.785,-5.432
492.0,4.044,-3.894
493.1,3.644,3.004
494.2,3.381,2.439
495.3,3.106,1.294
496.4,3.096,-0.978
497.5,3.322,1.805
498.6,2.698,-0.266
499.7,3.380,-1.849
500.8,3.106,1.906
501.9,2.960,0.827
503.0,2.923,-0.761
504.1,3.128,-2.633
505.2,3.504,0.494
506.3,3.019,1.543
507.4,3.164,-2.670
508.5,3.607,-0.932
509.6,3.369,3.520
510.7,2.831,1.392
511.8,3.062,-3.002
512.9,3.493,-1.503
514.0,3.394,1.724
515.1,3.113,0.090
516.2,3.374,-0.628
517.3,3.252,0.842
518.4,3.188,1.316
519.5,2.962,1.299
520.6,2.902,0.331
521.7,2.889,-2.139
522.8,3.373,-0.784
523.9,3.061,1.143
525.1,3.122,2.154
526.2,2.587,-0.323
527.3,3.193,-2.163
528.4,3.063,0.639
529.5,3.052,-1.163
530.6,3.320,1.216
531.7,2.784,-0.291
532.8,3.384,0.404
533.9,2.695,1.478
535.0,3.058,0.019
536.1,2.691,1.744
537.2,2.674,-1.878
538.3,3.104,0.906
539.4,2.474,-1.543
540.5,3.444,-2.590
541.6,3.045,-1.158
542.7,3.700,0.717
543.8,2.887,4.598
544.9,2.686,2.259
546.0,2.389,-1.536
547.1,3.024,-1.832
548.2,2.793,-2.037
549.3,3.474,-0.269
550.4,2.852,1.661
551.5,3.107,-2.191
552.6,3.335,0.505
553.7,2.996,1.096
554.8,3.094,-0.263
555.9,3.054,2.826
557.0,2.471,-0.330
558.1,3.127,-3.784
559.2,3.305,-1.983
560.3,3.564,4.764
561.4,2.254,2.673
562.5,2.974,-4.498
563.6,3.246,-1.095
564.7,3.216,1.846
565.8,2.839,-0.306
566.9,3.283,-0.842
568.0,3.025,-0.934
569.1,3.489,-1.656
570.2,3.390,2.557
571.3,2.925,0.455
572.4,3.290,-0.802
573.5,3.102,-0.356
574.6,3.368,-0.203
575.8,3.147,2.726
576.9,2.767,1.492
578.0,2.818,0.901
579.1,2.569,0.950
580.2,2.609,-1.911
581.3,2.990,-3.087
582.4,3.289,0.441
583.5,2.893,1.197
584.6,3.026,-4.775
585.7,3.945,1.395
586.8,2.718,3.250
587.9,3.229,-0.954
589.0,2.928,0.967
590.1,3.016,-0.029
591.2,2.935,-0.449
592.3,3.114,0.878
593.4,2.741,0.384
594.5,3.030,-1.226
595.6,3.011,0.049
596.7,3.019,1.618
597.8,2.655,-0.729
598.9,3.180,-1.909
600.0,3.076,0.945
