temperature_C,mass_pct,DTG_pct_per_min
472.1,36.380,11.598
473.2,34.971,12.655
474.3,33.591,9.493
475.5,32.878,10.664
476.6,31.240,11.029
477.7,30.447,7.471
478.8,29.593,12.150
479.9,27.768,11.644
481.0,27.026,7.821
482.1,26.044,11.950
483.2,24.392,9.648
484.3,23.917,5.665
485.4,23.143,9.522
486.5,21.818,6.912
487.6,21.619,3.887
488.7,20.962,7.004
489.8,20.075,6.831
490.9,19.456,9.553
492.0,17.970,8.104
493.1,17.669,5.777
494.2,16.696,9.692
495.3,15.533,7.900
496.4,14.955,4.778
497.5,14.480,6.815
498.6,13.453,4.938
499.7,13.391,2.767
500.8,12.843,1.054
501.9,13.159,4.434
503.0,11.865,6.646
504.1,11.694,4.059
505.2,10.971,7.034
506.3,10.143,6.108
507.4,9.624,3.695
508.5,9.328,2.813
509.6,9.004,1.143
510.7,9.077,1.191
511.8,8.742,5.316
512.9,7.905,5.086
514.0,7.620,3.457
515.1,7.143,2.687
516.2,7.028,1.171
517.3,6.885,3.005
518.4,6.366,2.572
519.5,6.318,2.389
520.6,5.839,0.516
521.7,6.204,0.874
522.8,5.646,4.572
523.9,5.196,0.234
525.1,5.595,3.374
526.2,4.452,3.794
527.3,4.759,-2.902
528.4,5.092,-0.355
529.5,4.837,2.452
530.6,4.551,3.106
531.7,4.152,0.981
532.8,4.335,0.170
533.9,4.114,1.083
535.0,4.096,3.513
536.1,3.340,1.007
537.2,3.875,0.851
538.3,3.152,4.243
539.4,2.939,-0.341
540.5,3.228,-0.808
541.6,3.117,-0.965
542.7,3.440,0.958
543.8,2.906,2.041
544.9,2.990,1.783
546.0,2.513,2.785
547.1,2.376,-0.271
548.2,2.573,-1.909
549.3,2.797,-3.510
550.4,3.347,2.776
551.5,2.185,1.577
552.6,2.999,-0.586
553.7,2.315,0.984
554.8,2.782,2.055
555.9,1.861,1.988
557.0,2.344,-1.863
558.1,2.272,1.335
559.2,2.050,0.935
560.3,2.066,-0.292
561.4,2.114,-0.248
562.5,2.121,2.886
563.6,1.478,2.175
564.7,1.641,-1.126
565.8,1.726,2.310
566.9,1.132,0.907
568.0,1.526,-4.584
569.1,2.142,-2.098
570.2,1.989,2.486
571.3,1.594,-0.674
572.4,2.137,-1.085
573.5,1.833,2.735
574.6,1.534,-0.705
575.8,1.989,-2.959
576.9,2.187,1.480
578.0,1.663,0.952
579.1,1.977,-0.757
580.2,1.829,0.682
581.3,1.826,2.229
582.4,1.338,2.423
583.5,1.292,-0.085
584.6,1.357,-2.201
585.7,1.778,-1.344
586.8,1.653,0.770
587.9,1.608,-1.774
589.0,2.044,-2.270
590.1,2.108,4.414
591.2,1.071,5.087
592.3,0.987,-1.877
593.4,1.485,-3.463
594.5,1.750,-1.367
595.6,1.786,1.024
596.7,1.525,3.750
597.8,0.959,-2.893
598.9,2.162,-1.910
600.0,1.380,7.096
