temperature_C,mass_pct,DTG_pct_per_min
282.6,100.116,0.600
283.7,99.834,1.805
284.8,99.718,2.162
285.9,99.358,1.050
287.0,99.487,-3.267
288.1,100.078,-1.520
289.2,99.822,3.834
290.3,99.233,0.116
291.4,99.796,-1.267
292.5,99.512,-0.793
293.6,99.971,-0.050
294.7,99.523,1.381
295.8,99.667,-2.574
296.9,100.090,-1.018
298.0,99.891,1.614
299.1,99.735,-0.904
300.2,100.090,-1.063
301.3,99.969,3.412
302.4,99.338,1.961
303.5,99.537,-1.386
304.6,99.644,-1.543
305.7,99.877,1.021
306.8,99.419,3.947
307.9,99.007,-0.886
309.0,99.614,-1.500
310.1,99.337,-0.968
311.2,99.827,3.065
312.3,98.662,-0.558
313.4,99.950,-1.891
314.5,99.079,5.992
315.6,98.629,-0.716
316.7,99.236,-3.787
317.8,99.464,0.823
318.9,99.055,0.365
320.0,99.384,0.773
321.1,98.885,0.089
322.2,99.364,0.154
323.3,98.851,1.597
324.4,99.012,-2.246
325.6,99.346,0.414
326.7,98.921,3.428
327.8,98.590,2.114
328.9,98.455,-0.620
330.0,98.727,1.185
331.1,98.194,1.546
332.2,98.386,-0.127
333.3,98.222,2.816
334.4,97.765,-0.385
335.5,98.307,-3.013
336.6,98.429,1.710
337.7,97.929,4.315
338.8,97.478,-0.126
339.9,97.957,1.637
341.0,97.117,2.478
342.1,97.411,-1.574
343.2,97.464,0.968
344.3,97.198,3.260
345.4,96.745,-0.118
346.5,97.224,-1.068
347.6,96.981,2.154
348.7,96.749,-0.169
349.8,97.018,1.663
350.9,96.382,2.443
352.0,96.480,3.833
353.1,95.537,1.672
354.2,96.111,0.194
355.3,95.494,1.452
356.4,95.791,2.122
357.5,95.027,1.785
358.6,95.398,0.732
359.7,94.865,2.079
360.8,94.939,0.176
361.9,94.826,3.102
363.0,94.255,5.768
364.1,93.555,2.496
365.2,93.705,2.491
366.3,93.006,2.950
367.4,93.055,2.791
368.5,92.390,4.920
369.6,91.970,3.233
370.7,91.678,1.312
371.8,91.681,2.403
372.9,91.148,3.308
374.0,90.952,4.277
375.2,90.205,2.803
376.3,90.334,5.328
377.4,89.030,6.158
378.5,88.976,3.842
379.6,88.184,4.016
380.7,88.091,1.230
381.8,87.912,4.980
382.9,86.993,5.651
384.0,86.667,4.749
385.1,85.946,6.511
386.2,85.232,4.996
387.3,84.845,5.758
388.4,83.962,7.244
389.5,83.248,6.754
390.6,82.473,5.610
391.7,82.012,8.054
392.8,80.698,6.155
393.9,80.655,8.085
395.0,78.916,8.742
396.1,78.728,3.631
397.2,78.115,8.386
398.3,76.879,8.236
399.4,76.300,8.013
400.5,75.113,9.310
401.6,74.247,5.909
402.7,73.810,7.058
403.8,72.691,11.184
404.9,71.344,10.980
406.0,70.271,7.430
407.1,69.706,9.293
408.2,68.222,9.848
409.3,67.535,8.434
410.4,66.363,11.212
411.5,65.064,9.129
412.6,64.351,6.333
413.7,63.668,13.968
414.8,61.272,14.370
415.9,60.500,8.263
417.0,59.450,10.372
418.1,58.214,8.260
419.2,57.629,10.020
420.3,56.005,11.945
421.4,54.996,10.033
422.5,53.793,9.689
423.6,52.860,13.141
424.7,50.896,13.121
425.9,49.968,10.793
427.0,48.517,13.464
428.1,47.000,11.939
429.2,45.885,8.869
430.3,45.045,8.859
431.4,43.932,7.517
432.5,43.388,9.495
433.6,41.839,12.756
434.7,40.576,12.241
435.8,39.141,11.696
436.9,37.997,7.848
438.0,37.411,6.067
439.1,36.660,11.949
440.2,34.777,12.069
441.3,34.000,8.158
442.4,32.979,10.305
443.5,31.728,7.220
444.6,31.387,5.351
445.7,30.548,9.145
446.8,29.371,9.255
447.9,28.508,9.335
449.0,27.313,12.620
450.1,25.726,9.664
451.2,25.183,6.098
452.3,24.382,7.054
453.4,23.628,5.478
454.5,23.174,8.031
455.6,21.858,5.232
456.7,22.021,6.254
457.8,20.479,9.600
458.9,19.905,3.870
460.0,19.626,5.636
461.1,18.663,9.521
462.2,17.527,7.359
463.3,17.040,4.712
464.4,16.488,8.230
465.5,15.226,5.430
466.6,15.291,2.742
467.7,14.622,5.065
468.8,14.174,3.651
469.9,13.817,2.045
471.0,13.724,2.630
472.1,13.237,5.804
473.2,12.444,7.446
474.3,11.596,5.410
475.5,11.252,1.523
476.6,11.260,3.735
477.7,10.428,5.184
478.8,10.117,4.619
479.9,9.410,1.196
481.0,9.854,0.695
482.1,9.257,3.053
483.2,9.181,2.019
484.3,8.812,3.426
485.4,8.425,2.976
486.5,8.156,1.778
487.6,8.034,5.272
488.7,6.994,4.869
489.8,6.960,-0.347
490.9,7.070,-3.083
492.0,7.640,2.874
493.1,6.437,5.609
494.2,6.403,2.553
495.3,5.874,1.542
496.4,6.064,0.551
497.5,5.753,2.274
498.6,5.562,-0.098
499.7,5.774,-0.352
500.8,5.640,2.781
501.9,5.161,5.654
503.0,4.393,-0.566
504.1,5.286,-2.899
505.2,5.032,3.740
506.3,4.461,2.045
507.4,4.582,-1.315
508.5,4.751,3.308
509.6,3.853,4.037
510.7,3.861,2.852
511.8,3.224,-0.532
512.9,3.979,-1.235
514.0,3.496,3.423
515.1,3.224,0.914
516.2,3.295,-2.698
517.3,3.819,-3.238
518.4,4.008,1.677
519.5,3.449,1.525
520.6,3.672,-0.294
521.7,3.514,2.979
522.8,3.016,-0.652
523.9,3.658,-1.204
525.1,3.281,0.365
526.2,3.577,1.246
527.3,3.006,1.454
528.4,3.257,2.332
529.5,2.492,1.377
530.6,2.953,-1.418
531.7,2.805,-0.895
532.8,3.151,-2.075
533.9,3.262,-0.388
535.0,3.236,1.926
536.1,2.837,1.813
537.2,2.837,1.459
538.3,2.516,0.968
539.4,2.623,-0.080
540.5,2.533,0.952
541.6,2.413,-0.694
542.7,2.686,-0.174
543.8,2.452,-1.246
544.9,2.961,0.403
546.0,2.363,2.339
547.1,2.445,-0.537
548.2,2.481,-2.251
549.3,2.941,0.646
550.4,2.339,2.916
551.5,2.299,2.303
552.6,1.831,-0.066
553.7,2.313,-3.079
554.8,2.510,0.235
555.9,2.261,0.631
557.0,2.371,-0.351
558.1,2.339,1.997
559.2,1.931,0.661
560.3,2.193,-3.163
561.4,2.628,0.135
562.5,2.163,1.935
563.6,2.201,1.846
564.7,1.756,3.127
565.8,1.512,-3.615
566.9,2.553,-1.716
568.0,1.890,2.387
569.1,2.027,-2.589
570.2,2.461,-1.922
571.3,2.451,-1.128
572.4,2.710,0.560
573.5,2.327,1.919
574.6,2.287,-0.165
575.8,2.364,-0.208
576.9,2.333,2.925
578.0,1.719,4.262
579.1,1.393,-1.675
580.2,2.088,-4.108
581.3,2.299,0.755
582.4,1.922,0.958
583.5,2.088,-0.619
584.6,2.058,2.288
585.7,1.583,-1.246
586.8,2.333,-3.734
587.9,2.406,1.380
589.0,2.029,-0.479
590.1,2.512,1.277
591.2,1.747,0.427
592.3,2.418,-2.603
593.4,2.321,-0.764
594.5,2.586,2.173
595.6,1.842,3.018
596.7,1.921,-0.975
597.8,2.057,-1.731
598.9,2.303,-1.106
600.0,2.300,0.020
